group,n_pairs,mean_standard,mean_operon,delta,winner
adjacent_same_training_neighbor,1323,0.34472548985686713,0.568551709712132,0.22382621985526485,operon
adjacent_same_nonneighbor,550,0.19032664748574363,0.22270545564419297,0.032378808158449346,operon
adjacent_opposite_strand,894,0.14833772937084752,0.1681176000548694,0.019779870684021872,operon
random_pairs,550,0.04202378702878866,0.05869300777713788,0.01666922074834922,operon
