operon_name,n_genes,confidence,r_standard,r_operon,delta
mdtM-yjiN,2,Weak,0.3017989723515613,0.8556947390786086,0.5538957667270473
sdhE-ygfX,2,Weak,0.07779816123128626,-0.018502146637307763,-0.09630030786859402
yfeYX,2,Weak,0.3262891941259534,0.47194203074477475,0.14565283661882134
rhoL-rho,2,Weak,0.8164529508705684,0.8297952881505646,0.01334233727999623
ytfQRT-yjfF,2,Weak,0.6031495144474981,0.8939732914682292,0.29082377702073114
rlmL-uup,2,Strong,0.5962668079925955,0.6253728412406965,0.029106033248101015
xseB-ispA-dxs-yajO,4,Weak,0.40084951985165057,0.5790246626298271,0.17817514277817653
gfcE-etp-etk,2,Weak,0.11294409233618147,0.2565108309495208,0.14356673861333935
narGHJI,2,,0.2419796143414126,0.30375598158514955,0.061776367243736946
dadAX,2,Weak,0.712583902376599,0.7407232390516849,0.028139336675085946
ampDE,2,,0.2527990920248196,0.5105724854769276,0.257773393452108
yacC-speED,3,Weak,0.46461848531474126,0.4859024956824662,0.021284010367724926
folD-ybcJ,2,Weak,0.2702590474490942,0.46853426772829204,0.19827522027919786
nrdDG,2,Weak,0.4718718705782172,0.8590400729777201,0.3871682023995029
araE-ygeA,2,Weak,0.27537167977426025,0.7233061185825879,0.4479344388083276
yeiR-lpxT,2,Weak,0.10041605444096455,0.18313777134363157,0.08272171690266703
btuB-murI,2,Weak,0.3689115842875645,0.47620902386667335,0.10729743957910887
tesA-ybbO,2,Weak,-0.056579749885595165,0.07078661601277979,0.12736636589837497
secMA-mutT,3,Strong,0.4362418788598421,0.5482120796146379,0.1119702007547958
argF-xynR,2,Weak,0.5024341578759914,0.7143420488503311,0.2119078909743397
cysPUWAM,2,,0.2152761080023485,0.7701770152841702,0.5549009072818216
yjbQR,2,Weak,0.14037327469692915,0.7243465287618037,0.5839732540648745
ydgK-rsxABCDGE-nth,8,Strong,0.4118443345201633,0.5344206216854706,0.12257628716530727
uxaCA,2,Weak,0.5557325182326759,0.8522385528319639,0.29650603459928804
yciCB,2,Weak,0.2811684926736488,0.6318189343631152,0.3506504416894664
aaeXAB,2,Weak,0.23308660623213803,0.4935590929248011,0.2604724866926631
ispG-sroE,2,Strong,0.45724101809290985,0.5304979938828538,0.07325697578994395
lptFG,2,Weak,0.5144395932958996,0.34228047961142744,-0.17215911368447218
ycdXY,2,Weak,0.2445398047321476,0.5742597719288655,0.32971996719671787
ruvAB,2,Weak,0.2551568136942472,0.2819282716637384,0.026771457969491208
tag-yiaC,2,Weak,0.6634310213983389,0.48601813925322723,-0.17741288214511164
coaE-zapD-yacG,3,Weak,0.3504599397826353,0.379299227244512,0.028839287461876695
rplU-rpmA-yhbE-obgE,4,Weak,0.07543118852514853,0.042004447803454505,-0.03342674072169403
mglBAC,3,Weak,0.30631746628351997,0.48925687984988037,0.1829394135663604
cyuPA,2,Weak,0.4023783634607283,0.5092861470977107,0.10690778363698239
nagK-cobB,2,Weak,0.5756980112769899,0.7404295494260938,0.1647315381491039
smtA-mukFEB,4,Weak,0.42273023584099434,0.40139451861560665,-0.021335717225387685
yedEF,2,Weak,0.522509050030885,0.29645165256578226,-0.22605739746510273
ybgQPOD,2,Weak,-0.017278291578651725,0.7663743464615861,0.7836526380402378
csdAE,2,Weak,0.4460535620606707,0.7017527778556494,0.2556992157949787
proBA,2,,0.50044773044877,0.6447069933369468,0.1442592628881768
treBC,2,Weak,0.09884899856629668,0.36891950224500364,0.27007050367870694
pldB-yigL,2,Weak,0.1835550232604774,0.7227611211162283,0.5392060978557509
nadA-pnuC,2,Weak,0.6897570652563738,0.7738444648560352,0.08408739959966138
dinB-yafNOP,4,Weak,0.27894900721296917,0.7570316928404711,0.47808268562750195
ppiB-lpxH,2,Weak,0.3069684971965847,0.40474157143403533,0.09777307423745063
alaWX,2,Weak,0.1582199672457105,0.6575158375433127,0.49929587029760214
yefM-yoeB,2,Weak,0.7481904803081403,0.6205202510155616,-0.12767022929257865
fabR-yijD,2,Weak,0.42638680012662533,0.30684068151565363,-0.1195461186109717
srlAEBD-gutM-srlR-gutQ,3,Strong,0.2365577512286682,0.3489426274391021,0.11238487621043389
lolB-ispE-prs,3,Weak,0.25973207355956673,0.34209186596013724,0.08235979240057051
metNIQ,3,Weak,0.3753055367440199,0.5726632636760614,0.19735772693204146
nanXY,2,Weak,0.21882424180029028,0.5447664128654016,0.32594217106511136
glyW-cysT-leuZ,3,Weak,0.31772040251618655,0.6706121426936497,0.3528917401774631
isrC-flu,2,Weak,0.31147789602402376,0.3940825973110023,0.08260470128697855
recET-ralR-rcbA-xisR-intR,2,Weak,0.08749274203010705,0.29969596731457954,0.2122032252844725
fimAICDFGH,4,Strong,0.8273798718659924,0.9029793558880974,0.07559948402210503
panBC,2,Strong,0.48668542797563463,0.5843619831751574,0.09767655519952279
ynbABCD,2,Weak,0.3492366336461397,0.890178033207195,0.5409413995610552
yaeP-rof,2,Weak,0.18256834792391954,0.44055253305196707,0.25798418512804755
pepQ-yigZ-trkH-hemG,4,Weak,0.3999319287469758,0.5852370394114396,0.18530511066446376
ybbAP,2,Weak,0.10911443068517111,0.5189987530339408,0.4098843223487697
malEFGH,2,Weak,0.15564715525821401,0.8649403571851891,0.7092932019269751
ligA-ypeB,2,Weak,0.44084390453660477,0.5433218879123063,0.10247798337570152
argCBH,3,Weak,0.33323651654116676,0.6271038934124346,0.2938673768712678
nsrR-rnr-rlmB-yjfI,3,Weak,0.5709649979355567,0.6255956654630824,0.05463066752752577
cpxRA,2,Weak,0.5535996514289386,0.27039920081144353,-0.2832004506174951
yheO-tusDCB,4,Weak,0.11534547701958457,0.40270436312731483,0.28735888610773025
ybjJI,2,Weak,0.7111045984756835,0.7687587766541766,0.057654178178493054
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,11,Weak,0.18382688787498977,0.2242891478787823,0.04046226000379252
murB-birA,2,Weak,0.6403273924050836,0.6344886845861406,-0.005838707818943023
kdpDE,2,Strong,0.23807583217519615,0.23127803675291253,-0.00679779542228362
rtcBA,2,Strong,-0.08871882099219343,0.5565092796179917,0.6452281006101851
yafDE,2,Weak,0.6536337196488772,0.8221370935273192,0.16850337387844205
cecR-ybhGFSR,4,Weak,0.09763434914679862,0.14095586897744583,0.04332151983064721
upp-uraA,2,Weak,0.626089816296625,0.5071172207259477,-0.1189725955706773
elbB-mtgA,2,Weak,0.1055219437711727,-0.1864633173227851,-0.2919852610939578
fhuACDB,4,Weak,0.5037492232474822,0.6061946041306374,0.10244538088315525
fadIJ,2,,0.40776819602114484,0.731520344124544,0.3237521481033992
ydiJ-menI-ydiH,2,Weak,0.3400373027386032,0.4384654035178111,0.09842810077920788
feoABC,3,Strong,0.32555626255480297,0.5910653142554771,0.2655090517006742
paaXY,2,Weak,0.2508742251403858,0.22200327086607458,-0.028870954274311245
narXL,2,,0.4786862549270309,0.3850169197610631,-0.09366933516596776
ompR-envZ,2,Weak,0.1776722571788626,0.3336426390284269,0.1559703818495643
holD-rimI-yjjG,3,Weak,0.2710744136853244,0.3361455396862849,0.06507112600096049
evgLAS,2,Weak,0.5618481622767415,0.7900217702098778,0.22817360793313635
potFGHI,4,Strong,0.2850671464703477,0.6289888938757529,0.34392174740540515
fecIR,2,Strong,0.17758139618330954,0.18039561990387865,0.002814223720569109
frmRAB,3,Weak,0.4901388892879761,0.7266618904691414,0.23652300118116532
livKHMGF,5,Weak,0.34861791436824613,0.49353999998465126,0.14492208561640513
btsSR,2,Weak,0.13040288979633854,0.23113762280887915,0.1007347330125406
nhaAR,2,Weak,0.41619784612173705,0.49636047603729744,0.08016262991556039
yejABEF,4,Weak,0.102506750479196,0.5231169614153742,0.42061021093617823
seqA-pgm,2,Weak,0.7757319439461894,0.7857895024920551,0.010057558545865763
trmB-yggL,2,Weak,0.269878958239461,0.48883236459120244,0.21895340635174143
rcnAB,2,Weak,0.08988006167841855,-0.2316206921023926,-0.32150075378081117
ymcE-gnsA,2,Weak,0.7374145006262833,0.5292545054810006,-0.20815999514528272
clsA-yciU,2,Weak,0.15277751959812916,0.6796133695780412,0.5268358499799121
gudPXD,2,Weak,0.33172130690790563,0.501211776096153,0.16949046918824734
yfeCD,2,Weak,0.19578734342336787,0.6965746125962213,0.5007872691728534
ypeA-yfeZ,2,Weak,0.10642751835501692,-0.04458307047552497,-0.1510105888305419
rluE-nudJ,2,Weak,0.6947180203565552,0.768370352046535,0.07365233168997987
folE-yeiB,2,Weak,0.2579587188818052,0.5456474239371123,0.2876887050553071
ibpAB,2,Weak,-0.012018157735259867,0.7013829006476231,0.7134010583828829
yjiHG-iadA,2,Weak,0.06043986729741082,0.5022287108810753,0.44178884358366455
ybeZYX-lnt,4,Weak,0.3175877615496258,0.3484584348802369,0.03087067333061111
fecABCDE,5,Weak,0.7402289915105299,0.7343068187105714,-0.005922172799958547
kefGB-yheV,2,Weak,0.27740718723338226,0.620891761839996,0.3434845746066137
metT-leuW-glnUW-metU-glnVX,7,Weak,0.24891772819242397,0.5355374410001524,0.28661971280772847
ybjC-nfsA-rimK-ybjN,4,Weak,0.013557921567200355,0.03965926998567377,0.026101348418473412
ymgGD,2,Weak,0.8953368887998993,0.9307266252719144,0.035389736472015154
udk-dcd,2,,0.16607773964781128,0.3014674731442181,0.13538973349640684
yrdD-rimN-aroE-yrdB,4,Strong,0.2389846962492758,0.3184522543857648,0.07946755813648901
yqaE-kbp,2,Weak,0.4650166876060986,0.659268800125372,0.19425211251927343
yfgHI,2,Weak,0.43257583442915143,0.8420450011884797,0.40946916675932826
hflD-purB,2,Weak,0.007997711733009588,0.12266654263111533,0.11466883089810574
thiMD,2,Weak,0.3689625715160302,0.014657903396183362,-0.35430466811984684
rstAB,2,,0.5336994555905676,0.5637388523860508,0.030039396795483175
yihLM,2,Weak,0.5768039867790155,0.7929161780747065,0.21611219129569104
rpsF-priB-rpsR-rplI,4,,0.03135307960004401,0.06039301868822249,0.02903993908817848
cusRS,2,Strong,-0.04262869623683213,-0.157441866332701,-0.11481317009586886
ptrA-recBD,3,Weak,0.4681775427304628,0.5655223070430565,0.0973447643125937
creABCD,4,Weak,0.08761775785045373,0.44895407090015055,0.3613363130496968
sdaCB,2,Weak,0.8837047371236411,0.8681883676189157,-0.015516369504725347
ygaZH,2,Weak,0.6001168296570196,0.3702036771802352,-0.2299131524767844
pdxB-usg-truA-dedA,4,Weak,0.2651943445936356,0.3537295093615869,0.08853516476795131
rfbBDACX,5,Weak,0.5750313507568698,0.6187776000325366,0.043746249275666726
nrdR-ribDE-nusB-thiL-pgpA,6,Weak,0.3134838971607336,0.3962049318752332,0.0827210347144996
ibaG-murA,2,Weak,0.5858028825565234,0.5565112470037582,-0.02929163555276515
qmcA-ybbJ,2,Weak,0.05934911451743871,0.2654991355155069,0.2061500209980682
minCDE,3,,0.4769337875305726,0.4761146396812201,-0.0008191478493524973
tyrTV-tpr,2,Weak,0.4529289207798803,0.5133521316424389,0.060423210862558585
purMN,2,,0.3291711150241863,0.6419790332985597,0.3128079182743734
rsmD-yhhL,2,Weak,-0.11442621213201704,-0.2844312508110183,-0.17000503867900124
dmsABC,2,Weak,0.18725468181223473,0.15780529553483597,-0.029449386277398765
ygfB-pepP-ubiHI,4,Weak,0.379408162338651,0.5503866288928062,0.17097846655415522
map-glnD-dapD,3,Weak,0.2953670950532262,0.3664978351723614,0.07113074011913517
pabB-nudL,2,Weak,0.15244748255889,0.49789242753613294,0.34544494497724293
purHD,2,,0.3139781081174799,0.5191397035995649,0.20516159548208496
ytjB-lplA,2,Weak,0.2550520281471532,0.6203019647297257,0.36524993658257243
yjiXA,2,Weak,0.08000260356758378,0.7027971541629204,0.6227945505953366
yjeNO,2,Weak,0.2676559406685185,0.4269307876884789,0.15927484701996042
