group,n_pairs,mean_standard,mean_operon,delta,winner
adjacent_same_training_neighbor,1323,0.34472548985686713,0.356080200675158,0.01135471081829087,operon
adjacent_same_nonneighbor,550,0.19032664748574363,0.19922996266701562,0.008903315181271992,operon
adjacent_opposite_strand,894,0.14833772937084752,0.15555140391662228,0.007213674545774762,operon
random_pairs,550,0.04202378702878866,0.047881925156735165,0.005858138127946506,operon
