operon_name,n_genes,confidence,r_standard,r_operon,delta
arnBCADTEF,3,Weak,0.3055654374350263,0.26764703740028617,-0.03791840003474012
wcaKLM,2,Weak,0.5935213658455998,0.695424678046452,0.10190331220085225
yfbU-hxpA,2,Weak,0.32826104734352873,0.4397288460926012,0.11146779874907248
folP-glmM,2,Weak,0.359300081872246,0.39914942738798975,0.03984934551574376
fdnGHI,2,,0.10231733165708295,0.28296502568828225,0.1806476940311993
mntR-ybiR,2,Weak,0.46370009074715723,0.23687238311354816,-0.22682770763360907
selAB,2,Weak,0.5488269647620568,0.500395066463381,-0.04843189829867578
tomB-hha,2,Weak,0.4785454068524684,0.5122608068339972,0.03371539998152884
lexA-dinF,2,Strong,0.6633302800613637,0.6758089877731337,0.012478707711769954
yffB-dapE-ypfN,3,Weak,0.384403662289873,0.4791861603885908,0.0947824980987178
eutBCLKR,5,Weak,0.054752858463030664,-0.015858782815972115,-0.07061164127900278
metZWV,3,Weak,0.23194758069703725,0.2606615898164487,0.028714009119411465
hemCDXY,4,,0.37453060650758596,0.3825844321880656,0.008053825680479632
mtlADR,3,Strong,0.16091507000844454,0.1169007172633184,-0.04401435274512615
yciK-btuR,2,Weak,0.31861332057265396,0.4269043782630251,0.10829105769037112
umpG-pcm,2,Weak,0.5477497609139674,0.5438050926470397,-0.003944668266927742
aas-lplT,2,Weak,0.5449689869462374,0.5374460966101953,-0.007522890336042143
hslVU,2,Weak,0.7420428521596241,0.722996644453206,-0.019046207706418072
kefFC,2,Weak,0.28405934215807577,0.3920350712943364,0.10797572913626063
ansA-pncA,2,Strong,0.11525481854914582,-0.10575550432104444,-0.22101032287019026
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,12,Weak,0.3731906943296612,0.3888177235504849,0.015627029220823707
ygcNOP,2,Weak,0.5383459938162166,0.5282044040562658,-0.010141589759950831
ppk-ppx,2,Weak,0.6137862206403417,0.549075045416703,-0.06471117522363867
ydjXYZ-ynjABCD,4,Weak,0.1251647673860786,0.2124155511417893,0.08725078375571071
proQ-prc,2,Weak,0.26333479190326947,0.2996791347684404,0.03634434286517091
lysT-valT-lysW,3,Weak,0.46618377007587525,0.3581247468772395,-0.10805902319863575
psd-mscM,2,Weak,0.395693099080092,0.42415023200457186,0.028457132924479878
yabPQ,2,Weak,0.1710256688175933,0.13215857880588394,-0.03886709001170935
folX-yfcH,2,Weak,0.20959045930387524,0.19469088231880122,-0.01489957698507402
yhiI-rbbA-yhhJ,3,Weak,0.4780794101538251,0.49349025391349244,0.015410843759667336
lgt-thyA,2,Weak,0.5620605853793411,0.5311208012448199,-0.030939784134521253
yeeRST-cbeA-cbtA-yeeW,2,Weak,0.2720849669020056,0.25964462707750513,-0.01244033982450049
zraSR,2,Weak,0.39866481305948304,0.44793879020568833,0.049273977146205294
dcm-vsr,2,,0.26500842261330965,0.4014141334347463,0.13640571082143665
dosCP,2,Weak,-0.058504308057814404,0.010236147878483374,0.06874045593629778
potABCD,4,,0.4516956148992241,0.4954788230450777,0.04378320814585357
yddAB,2,Weak,-0.11444860578598165,-0.10963284038883415,0.004815765397147495
sapABCDF,5,Weak,0.4192706274461182,0.4094933537294921,-0.009777273716626123
ymfED,2,Weak,0.3735628723382278,0.33981176965732796,-0.03375110268089987
tdcABCDEFG,4,Weak,0.19955526073394184,0.2579667053568026,0.05841144462286077
sufABCDSE,6,Weak,0.13713714709459374,0.14221837240039933,0.005081225305805598
glnHPQ,3,,0.6015491488322634,0.6308281470186072,0.02927899818634383
kbl-tdh,2,,0.49961401454346455,0.4909246075445843,-0.008689406998880267
ybgC-tolQRA,4,Strong,0.5395501167910125,0.4977865118145415,-0.041763604976471025
znuCB,2,Weak,0.5211484608659909,0.7245738823327841,0.2034254214667932
tehAB,2,Weak,-0.2571536160605,-0.09736227428226983,0.15979134177823018
tamAB-ytfP,3,Weak,0.271039425145106,0.30306788518134725,0.03202846003624127
metBL,2,Strong,0.3619149833415804,0.3238334775754541,-0.03808150576612629
yieP-hsrA,2,Weak,0.3175184389574608,0.24625179927495908,-0.07126663968250171
modEF,2,Weak,-0.15092830781310582,-0.1569555517357035,-0.00602724392259768
nagBACD,4,Strong,0.3562204722594425,0.30343236742984275,-0.052788104829599725
yecN-cmoAB,3,Weak,0.3796118403560855,0.33540608293826674,-0.044205757417818736
chbBCARFG,5,,0.36875266113309296,0.41605889729402107,0.047306236160928106
glyQS,2,Weak,0.7091563164627722,0.6779019239396066,-0.03125439252316564
yicJI,2,Weak,0.5175474325472299,0.3714717574130695,-0.14607567513416042
yobB-exoX,2,Weak,0.2847375137098366,0.3155516216459888,0.030814107936152246
dcyD-tcyLN,3,Weak,0.13034644445202165,0.19118321987645068,0.06083677542442903
higBA,2,Weak,0.6875698945508613,0.6971009993729667,0.009531104822105396
lolCDE,3,Weak,0.6107048080656593,0.5541131590355036,-0.05659164903015568
hscBA-fdx-iscX,4,Weak,0.527659749872996,0.5143909446140359,-0.013268805258960126
yihV-csqR,2,Weak,-0.2646569644760099,-0.24141413306136691,0.023242831414642978
lsrRK,2,Weak,0.23380416991745304,0.19085801636875627,-0.04294615354869677
ftsYEX,3,Weak,0.41298485841472915,0.4582228598265528,0.04523800141182366
yecDE,2,Weak,0.2771301924754065,0.2505326497632312,-0.026597542712175293
rbsDACBZKR,6,Weak,0.4404081932491804,0.4608105498120324,0.020402356562851998
lepAB,2,Weak,0.7960020264057865,0.7776581805257083,-0.018343845880078202
panE-yajL,2,Weak,0.0682084767887976,0.015046511878465747,-0.05316196491033186
ydhIJK,3,Weak,0.5208389781270747,0.5345334822775571,0.013694504150482456
yajC-secDF,4,Weak,0.6415950086797332,0.6394157246645306,-0.0021792840152026205
rcsF-trmO,2,Weak,0.42182717988209867,0.46823298792612883,0.04640580804403016
yphCB,2,Weak,0.04592839781164007,-0.051513750713269364,-0.09744214852490943
iaaA-gsiABCD,5,Weak,0.20489387733480346,0.26690465557006593,0.062010778235262465
rpoZ-spoT-trmH-recG,4,Weak,0.6039257513168707,0.5936113403814608,-0.010314410935409857
yigGF,2,Weak,0.06556197808846762,0.0350360215996922,-0.030525956488775416
efeOB,2,Weak,0.13989991377319608,0.18422787176520292,0.04432795799200684
glpFKX,3,Weak,0.3458813273972193,0.27018375286273766,-0.07569757453448162
dut-slmA,2,Weak,0.31581313225757,0.29801782285714157,-0.01779530940042845
tsaB-yeaY,2,Weak,0.29139640736205225,0.1526063953712914,-0.13879001199076085
secE-nusG,2,Weak,0.5680007400202682,0.5198112137556901,-0.048189526264578175
thrU-tyrU-glyT-thrT-tufB,5,Weak,0.5550102469597376,0.5016597335019619,-0.05335051345777564
hslR-hslO,3,Weak,0.46488207380133373,0.41691193945204463,-0.047970134349289095
sspAB,2,Strong,-0.02217716186362767,0.021661249965186515,0.043838411828814185
hprRS,2,Weak,-0.012904306471137212,0.044745022177697734,0.057649328648834944
aroF-tyrA,2,Weak,0.7691868814800376,0.8055837534575933,0.0363968719775557
valZ-lysY,2,Weak,0.3269687144546949,0.4272699537532491,0.10030123929855422
fepA-entD,2,Weak,0.6475476961445314,0.6115821747065061,-0.03596552143802534
pyrSR-ypdC,3,Weak,-0.03654802332610934,0.033112538793357266,0.06966056211946661
glf-rfc,2,Weak,0.8208831464916213,0.8022854650382825,-0.018597681453338843
rsfS-rlmH-mrdAB-rlpA,5,Weak,0.22080877019638914,0.24514796875461015,0.024339198558221004
leuS-lptE-holA-nadD-cobC,5,Weak,0.5233243952010316,0.49211863682964674,-0.03120575837138484
melAB,2,Weak,0.2542178484876301,0.1823458719179086,-0.07187197656972152
mobAB,2,Weak,0.2989654930566135,0.3054680741088923,0.0065025810522788
mdtABCD-baeSR,6,Weak,0.28618919581066954,0.28651219979011877,0.0003230039794492323
qseBC,2,Weak,0.04218515816557168,0.10033000900690449,0.05814485084133281
valVW,2,Weak,0.46605046308799897,0.6037173857864689,0.13766692269846997
yqjCDEK,4,Weak,0.11805489587653666,0.15605244520432546,0.0379975493277888
yifL-dapF-yigA-xerC-yigB,4,Weak,0.5052561774802484,0.4941739730945616,-0.0110822043856868
rsmE-gshB,2,Weak,0.40386465263664395,0.4993686184842937,0.09550396584764975
nirBDC-cysG,3,Weak,0.16808785717158484,0.21420162470085136,0.04611376752926652
puuDRCBE,3,Weak,0.2003804700262565,0.1280342562160139,-0.07234621381024262
ybjO-rlmC,2,Weak,0.08425307471266387,0.0980206585775916,0.013767583864927727
yqjA-mzrA,2,Weak,0.23967644769392188,0.16075159496641087,-0.07892485272751101
fadBA,2,Weak,0.09190375808261082,0.20366404786533623,0.11176028978272541
ubiEJB,3,Strong,0.42193184295149216,0.3752111830589299,-0.046720659892562244
uvrYC,2,,0.6142701241286768,0.6379852927299806,0.02371516860130385
atpIBEFHAGDC,9,Weak,0.3426961214029073,0.3272075696191371,-0.015488551783770177
prlC-yhiQ,2,Weak,0.43625299938082385,0.5309244682235081,0.09467146884268429
yhdN-zntR,2,Weak,0.3504119091491141,0.4569312542114209,0.10651934506230681
yihXY-dtd-fabY,3,Weak,0.20185531677170268,0.2970026959017194,0.09514737913001672
trpLEDCBA,5,Weak,0.3458848530930206,0.3354148179045921,-0.010470035188428484
mdtM-yjiN,2,Weak,0.3017989723515613,0.3790076043213217,0.07720863196976041
sdhE-ygfX,2,Weak,0.07779816123128626,-0.02472414834054135,-0.1025223095718276
yfeYX,2,Weak,0.3262891941259534,0.26623771582596745,-0.06005147829998597
rhoL-rho,2,Weak,0.8164529508705684,0.8382198015176735,0.02176685064710515
ytfQRT-yjfF,2,Weak,0.6031495144474981,0.5938569161915952,-0.009292598255902895
rlmL-uup,2,Strong,0.5962668079925955,0.5674926103028001,-0.02877419768979539
xseB-ispA-dxs-yajO,4,Weak,0.40084951985165057,0.46212317005855424,0.061273650206903674
gfcE-etp-etk,2,Weak,0.11294409233618147,0.24035403747775888,0.1274099451415774
narGHJI,2,,0.2419796143414126,0.16838333279409018,-0.07359628154732242
dadAX,2,Weak,0.712583902376599,0.6155344417314124,-0.0970494606451866
ampDE,2,,0.2527990920248196,0.35466359551829113,0.10186450349347154
yacC-speED,3,Weak,0.46461848531474126,0.38569798360580543,-0.07892050170893583
folD-ybcJ,2,Weak,0.2702590474490942,0.3529283108361002,0.08266926338700603
nrdDG,2,Weak,0.4718718705782172,0.4902341728617409,0.0183623022835237
araE-ygeA,2,Weak,0.27537167977426025,0.29901095299658953,0.023639273222329282
yeiR-lpxT,2,Weak,0.10041605444096455,0.19458113804021823,0.09416508359925368
btuB-murI,2,Weak,0.3689115842875645,0.2976594762560172,-0.0712521080315473
tesA-ybbO,2,Weak,-0.056579749885595165,-0.03239033142853244,0.024189418457062725
secMA-mutT,3,Strong,0.4362418788598421,0.47910200244145457,0.04286012358161245
argF-xynR,2,Weak,0.5024341578759914,0.5736762713429359,0.07124211346694442
cysPUWAM,2,,0.2152761080023485,0.25226440933400957,0.03698830133166106
yjbQR,2,Weak,0.14037327469692915,0.0804024977434641,-0.059970776953465046
ydgK-rsxABCDGE-nth,8,Strong,0.4118443345201633,0.44655299983218727,0.03470866531202399
uxaCA,2,Weak,0.5557325182326759,0.5915513213335615,0.03581880310088559
yciCB,2,Weak,0.2811684926736488,0.3336839321441765,0.052515439470527725
aaeXAB,2,Weak,0.23308660623213803,0.09440099670855052,-0.1386856095235875
ispG-sroE,2,Strong,0.45724101809290985,0.40394896062866964,-0.053292057464240206
lptFG,2,Weak,0.5144395932958996,0.46261157873926634,-0.05182801455663327
ycdXY,2,Weak,0.2445398047321476,0.40871046668060373,0.16417066194845614
ruvAB,2,Weak,0.2551568136942472,0.33437017981783307,0.07921336612358587
tag-yiaC,2,Weak,0.6634310213983389,0.5054904857987433,-0.15794053559959553
coaE-zapD-yacG,3,Weak,0.3504599397826353,0.21239089385177445,-0.13806904593086083
rplU-rpmA-yhbE-obgE,4,Weak,0.07543118852514853,0.02926273736205996,-0.04616845116308857
mglBAC,3,Weak,0.30631746628351997,0.3481825781802214,0.041865111896701446
cyuPA,2,Weak,0.4023783634607283,0.4734850134660293,0.07110665000530098
nagK-cobB,2,Weak,0.5756980112769899,0.579707503531401,0.004009492254411051
smtA-mukFEB,4,Weak,0.42273023584099434,0.387897786426455,-0.034832449414539335
yedEF,2,Weak,0.522509050030885,0.5244965265307003,0.001987476499815344
ybgQPOD,2,Weak,-0.017278291578651725,0.06947955905140357,0.0867578506300553
csdAE,2,Weak,0.4460535620606707,0.44436836238669025,-0.0016851996739804531
proBA,2,,0.50044773044877,0.49804790962696416,-0.0023998208218058426
treBC,2,Weak,0.09884899856629668,0.23582746854405856,0.13697846997776186
pldB-yigL,2,Weak,0.1835550232604774,0.26601584598429506,0.08246082272381766
nadA-pnuC,2,Weak,0.6897570652563738,0.6950793925996709,0.005322327343297073
dinB-yafNOP,4,Weak,0.27894900721296917,0.28099394560800756,0.002044938395038387
ppiB-lpxH,2,Weak,0.3069684971965847,0.3410109295504576,0.03404243235387289
alaWX,2,Weak,0.1582199672457105,0.39292586274457075,0.23470589549886026
yefM-yoeB,2,Weak,0.7481904803081403,0.6414227072111306,-0.10676777309700969
fabR-yijD,2,Weak,0.42638680012662533,0.2230956487371188,-0.20329115138950654
srlAEBD-gutM-srlR-gutQ,3,Strong,0.2365577512286682,0.2822054845330771,0.04564773330440888
lolB-ispE-prs,3,Weak,0.25973207355956673,0.2606894656902872,0.0009573921307204913
metNIQ,3,Weak,0.3753055367440199,0.4320312131364203,0.05672567639240039
nanXY,2,Weak,0.21882424180029028,0.3196654033604735,0.10084116156018322
glyW-cysT-leuZ,3,Weak,0.31772040251618655,0.27267464393468593,-0.04504575858150062
isrC-flu,2,Weak,0.31147789602402376,0.4187057191652689,0.10722782314124513
recET-ralR-rcbA-xisR-intR,2,Weak,0.08749274203010705,0.2931735606371142,0.20568081860700715
fimAICDFGH,4,Strong,0.8273798718659924,0.8376178594062016,0.010237987540209215
panBC,2,Strong,0.48668542797563463,0.3887728354215272,-0.09791259255410745
ynbABCD,2,Weak,0.3492366336461397,0.31801350407035733,-0.031223129575782382
yaeP-rof,2,Weak,0.18256834792391954,0.32288899287925804,0.1403206449553385
pepQ-yigZ-trkH-hemG,4,Weak,0.3999319287469758,0.4579927190370548,0.05806079029007899
ybbAP,2,Weak,0.10911443068517111,0.1462780675660417,0.037163636880870585
malEFGH,2,Weak,0.15564715525821401,0.18355364478815975,0.027906489529945733
ligA-ypeB,2,Weak,0.44084390453660477,0.3831682808712015,-0.05767562366540324
argCBH,3,Weak,0.33323651654116676,0.2242588680195187,-0.10897764852164807
nsrR-rnr-rlmB-yjfI,3,Weak,0.5709649979355567,0.539785548768131,-0.031179449167425655
cpxRA,2,Weak,0.5535996514289386,0.5361654753803825,-0.017434176048556127
yheO-tusDCB,4,Weak,0.11534547701958457,0.12848407044697727,0.013138593427392695
ybjJI,2,Weak,0.7111045984756835,0.7138996546511571,0.002795056175473598
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,11,Weak,0.18382688787498977,0.19470490317322395,0.010878015298234178
murB-birA,2,Weak,0.6403273924050836,0.6908809499165419,0.05055355751145829
kdpDE,2,Strong,0.23807583217519615,0.33913157447614706,0.10105574230095091
rtcBA,2,Strong,-0.08871882099219343,-0.2115270218739863,-0.12280820088179288
yafDE,2,Weak,0.6536337196488772,0.5822186165864981,-0.07141510306237908
cecR-ybhGFSR,4,Weak,0.09763434914679862,0.10527157919557328,0.00763723004877466
upp-uraA,2,Weak,0.626089816296625,0.5676413757810524,-0.05844844051557252
elbB-mtgA,2,Weak,0.1055219437711727,0.07526532097475466,-0.03025662279641804
fhuACDB,4,Weak,0.5037492232474822,0.4916250663938637,-0.01212415685361845
fadIJ,2,,0.40776819602114484,0.46838409945593723,0.060615903434792395
ydiJ-menI-ydiH,2,Weak,0.3400373027386032,0.482962086342624,0.14292478360402078
feoABC,3,Strong,0.32555626255480297,0.30323462865998635,-0.022321633894816617
paaXY,2,Weak,0.2508742251403858,0.2727598911354144,0.021885665995028558
narXL,2,,0.4786862549270309,0.5336102458785962,0.054923990951565305
ompR-envZ,2,Weak,0.1776722571788626,0.22545512882988591,0.04778287165102332
holD-rimI-yjjG,3,Weak,0.2710744136853244,0.2699089969808916,-0.00116541670443282
evgLAS,2,Weak,0.5618481622767415,0.5733909150193663,0.01154275274262484
potFGHI,4,Strong,0.2850671464703477,0.256178961925384,-0.028888184544963724
fecIR,2,Strong,0.17758139618330954,0.16609989161517327,-0.011481504568136264
frmRAB,3,Weak,0.4901388892879761,0.5790711376895282,0.08893224840155212
livKHMGF,5,Weak,0.34861791436824613,0.25991578765582046,-0.08870212671242567
btsSR,2,Weak,0.13040288979633854,0.05197138690025716,-0.07843150289608139
nhaAR,2,Weak,0.41619784612173705,0.3636063557550793,-0.05259149036665772
yejABEF,4,Weak,0.102506750479196,0.12475115229273426,0.02224440181353826
seqA-pgm,2,Weak,0.7757319439461894,0.7785500312592138,0.0028180873130244644
trmB-yggL,2,Weak,0.269878958239461,0.34546934222656966,0.07559038398710866
rcnAB,2,Weak,0.08988006167841855,0.015166847015063338,-0.07471321466335522
ymcE-gnsA,2,Weak,0.7374145006262833,0.6259865421399423,-0.11142795848634102
clsA-yciU,2,Weak,0.15277751959812916,0.4068565923750705,0.2540790727769413
gudPXD,2,Weak,0.33172130690790563,0.34400834423806864,0.012287037330163009
yfeCD,2,Weak,0.19578734342336787,0.010972020213989773,-0.1848153232093781
ypeA-yfeZ,2,Weak,0.10642751835501692,0.1100861109860325,0.003658592631015589
rluE-nudJ,2,Weak,0.6947180203565552,0.7891954878188641,0.0944774674623089
folE-yeiB,2,Weak,0.2579587188818052,0.30770002079011205,0.049741301908306834
ibpAB,2,Weak,-0.012018157735259867,0.1038740873948902,0.11589224513015006
yjiHG-iadA,2,Weak,0.06043986729741082,0.21217683631992884,0.15173696902251801
ybeZYX-lnt,4,Weak,0.3175877615496258,0.3252617367801782,0.00767397523055241
fecABCDE,5,Weak,0.7402289915105299,0.7232734861291377,-0.016955505381392233
kefGB-yheV,2,Weak,0.27740718723338226,0.19216456675996352,-0.08524262047341874
metT-leuW-glnUW-metU-glnVX,7,Weak,0.24891772819242397,0.3017862147917567,0.05286848659933274
ybjC-nfsA-rimK-ybjN,4,Weak,0.013557921567200355,-0.0031320508160717557,-0.01668997238327211
ymgGD,2,Weak,0.8953368887998993,0.9103806163280146,0.015043727528115336
udk-dcd,2,,0.16607773964781128,0.20726269373865056,0.041184954090839276
yrdD-rimN-aroE-yrdB,4,Strong,0.2389846962492758,0.23355376373361858,-0.005430932515657211
yqaE-kbp,2,Weak,0.4650166876060986,0.48070403182086124,0.015687344214762644
yfgHI,2,Weak,0.43257583442915143,0.43134927583140964,-0.0012265585977417892
hflD-purB,2,Weak,0.007997711733009588,0.0780236668835076,0.07002595515049802
thiMD,2,Weak,0.3689625715160302,0.3937158347818274,0.024753263265797243
rstAB,2,,0.5336994555905676,0.5745232736872397,0.040823818096672015
yihLM,2,Weak,0.5768039867790155,0.5309893116780596,-0.045814675100955826
rpsF-priB-rpsR-rplI,4,,0.03135307960004401,0.017176963442953823,-0.01417611615709019
cusRS,2,Strong,-0.04262869623683213,0.057332146826977966,0.09996084306381009
ptrA-recBD,3,Weak,0.4681775427304628,0.47672566712545533,0.008548124394992529
creABCD,4,Weak,0.08761775785045373,0.12566454452839584,0.03804678667794212
sdaCB,2,Weak,0.8837047371236411,0.9069807592007796,0.023276022077138525
ygaZH,2,Weak,0.6001168296570196,0.47621834697403237,-0.12389848268298725
pdxB-usg-truA-dedA,4,Weak,0.2651943445936356,0.2538654352996957,-0.011328909293939926
rfbBDACX,5,Weak,0.5750313507568698,0.5788634782050286,0.003832127448158751
nrdR-ribDE-nusB-thiL-pgpA,6,Weak,0.3134838971607336,0.3584037586325506,0.04491986147181698
ibaG-murA,2,Weak,0.5858028825565234,0.5897831351977854,0.003980252641262005
qmcA-ybbJ,2,Weak,0.05934911451743871,-0.03135006776697887,-0.09069918228441759
minCDE,3,,0.4769337875305726,0.4739937327231966,-0.002940054807375969
tyrTV-tpr,2,Weak,0.4529289207798803,0.4517297456505674,-0.0011991751293128905
purMN,2,,0.3291711150241863,0.2233093366777535,-0.10586177834643279
rsmD-yhhL,2,Weak,-0.11442621213201704,-0.05473969050125704,0.05968652163075999
dmsABC,2,Weak,0.18725468181223473,0.094916787542819,-0.09233789426941573
ygfB-pepP-ubiHI,4,Weak,0.379408162338651,0.4319494586831592,0.052541296344508215
map-glnD-dapD,3,Weak,0.2953670950532262,0.3103902039815642,0.01502310892833797
pabB-nudL,2,Weak,0.15244748255889,0.14581978022180547,-0.00662770233708454
purHD,2,,0.3139781081174799,0.1735654113730698,-0.1404126967444101
