group,n_pairs,mean_standard,mean_operon,delta,winner
adjacent_same_training_neighbor,1323,0.34472548985686713,0.3873378154620976,0.04261232560523048,operon
adjacent_same_nonneighbor,550,0.19032664748574363,0.2109271880820757,0.020600540596332068,operon
adjacent_opposite_strand,894,0.14833772937084752,0.16233789990543618,0.014000170534588657,operon
random_pairs,550,0.04202378702878866,0.059023754281001935,0.016999967252213276,operon
